VBAK_VBELN,VBAK_VKORG,VBAK_ERDAT,VBAK_VDATU,VBEP_EDATU,VBAP_POSNR,VBAP_ARKTX,VBAP_KWMENG,VBAP_MATNR,LIKP-VBELN,LIKP_WADAT_IST,LIPS_POSNR,LIPS_VGBEL,LIPS_LFIMG
11752,1,20010302,20010302,20010302,10,Transportation Charges,"1,000",95000241,80013878,0,10,11752,"1,000"
11753,1,20010302,20010302,20010302,10,Transportation Charges,"1,000",95000241,80013879,0,10,11753,"1,000"
11754,1,20010302,20010302,20010302,10,Transportation Charges,"1,000",95000241,80013880,0,10,11754,"1,000"
11755,1,20010302,20010302,20010302,10,Transportation Charges,"1,000",95000241,80013881,0,10,11755,"1,000"
11756,1,20010302,20010302,20010302,10,Transportation charges,"1,000",95000241,80013882,0,10,11756,"1,000"
11806,1,20010308,20010309,20010309,10,"Z010H0005119 , S/N 04025, As-is Cond.","1,000",95000241,80013971,0,10,11806,"1,000"
11843,1,20010312,20010312,20010312,10,Development of P/N Z050H6007060,"1,000",95000241,80013999,0,10,11843,"1,000"
11981,1,20010319,20010320,20010320,10,Z030H0004110-CIDS DEU TYPE A,"1,000",95000241,80014103,0,10,11981,"1,000"
11987,1,20010320,20010320,20010320,10,P/N Z031H0001110 - DEU A - S/N 13885,"1,000",95000241,80014110,0,10,11987,"1,000"
12024,1,20010321,20010322,20010322,10,OBRM - P/N Z062H0002119,"6,000",95000241,80014139,0,10,12024,"6,000"
12193,1,20010330,20010402,20010402,10,Z050H6032111-CIDS CAM,"3,000",95000241,80014350,0,10,12193,"3,000"
12194,1,20010330,20010330,20010330,10,OBRM - P/N Z061H0000116,"9,000",95000241,80014351,0,10,12194,"9,000"
12194,1,20010330,20010330,20010330,20,Extension Kit,"1,000",95000241,80014351,0,20,12194,"1,000"
12196,1,20010330,20010330,20010330,10,Transportation Charges,"1,000",95000241,80014354,0,10,12196,"1,000"
12197,1,20010330,20010330,20010330,10,Transportation Charges,"1,000",95000241,80014355,0,10,12197,"1,000"
12198,1,20010330,20010330,20010330,10,Transportation Charges,"1,000",95000241,80014356,0,10,12198,"1,000"
12199,1,20010330,20010330,20010330,10,Transportation Charges,"1,000",95000241,80014357,0,10,12199,"1,000"
12200,1,20010330,20010330,20010330,10,Transportation Charges,"1,000",95000241,80014358,0,10,12200,"1,000"
12201,1,20010330,20010330,20010330,10,Transportation Charges,"1,000",95000241,80014359,0,10,12201,"1,000"
12202,1,20010330,20010330,20010330,10,Transportation Charges,"1,000",95000241,80014360,0,10,12202,"1,000"
12203,1,20010330,20010330,20010330,10,Transportation Charges,"1,000",95000241,80014361,0,10,12203,"1,000"
12204,1,20010330,20010330,20010330,10,Transportation Charges,"1,000",95000241,80014362,0,10,12204,"1,000"
12214,1,20010402,20010416,20010416,10,Z131H23-001T01-Tooling Kid,"1,000",95000241,80014590,0,10,12214,"1,000"
12221,1,20010402,20010402,20010402,10,Servicebulletin charges Z051H-23-271,"1,000",95000241,80014380,0,10,12221,"1,000"
12256,1,20010403,20010501,20010501,10,Z289H0020110-ISPC-MIT,"1,000",88574303,80014903,0,10,12256,0
12312,1,20010409,20010415,20010415,10,Z131H0273114-CIDS FWD.ATTND.PNL.,"1,000",85630024,80014733,0,10,12312,0
12465,1,20010423,20010423,20010423,10,Charges for SB Z131H-23-016,"1,000",95000241,80014667,0,10,12465,"1,000"
12476,1,20010423,20010424,20010424,10,Test CAM P/N Z050H580Z0X1 - S/N 00948,"1,000",95000241,80014688,0,10,12476,"1,000"
12524,1,20010425,20010425,20010425,10,SB Z131H-23-023 charges,"1,000",95000241,80014755,0,10,12524,"1,000"
12525,1,20010425,20010425,20010425,10,SB Z131H-23-022 charges,"1,000",95000241,80014756,0,10,12525,"1,000"
12644,1,20010503,20010503,20010503,10,P/N Z111H0023112 - AIP - S/N 01965,"1,000",95000241,80014861,0,10,12644,"1,000"
12652,1,20010503,20010503,20010503,10,Development of P/N Z050H6003050,"1,000",95000241,80014867,0,10,12652,"1,000"
12654,1,20010503,20010503,20010503,10,Development of P/N Z050H6073030,"1,000",95000241,80015300,0,10,12654,"1,000"
12823,1,20010511,20010511,20010511,10,Z050H580D010-CAM,"1,000",95000371,80014966,0,10,12823,"1,000"
12954,1,20010523,20010523,20010525,10,Z010H2202110-DIGITAL-I/O-PCB A320,"1,000",95000371,80015143,0,10,12954,"1,000"
12954,1,20010523,20010523,20010523,10,Z010H2202110-DIGITAL-I/O-PCB A320,"1,000",95000371,80015143,0,10,12954,"1,000"
12959,1,20010523,20010523,20010523,10,Z050H580Z0X2 - TEST CAM,"1,000",95000371,80015146,0,10,12959,"1,000"
12980,1,20010529,20010608,20011102,10,70334453-QUARTZ 6MHZ,"2,000",95000371,80015320,0,10,12980,"2,000"
12980,1,20010529,20010608,20010608,10,70334453-QUARTZ 6MHZ,"2,000",95000371,80015320,0,10,12980,"2,000"
12981,1,20010529,20010528,20010528,10,SB Charges for modification of FAP,"1,000",95000241,80015176,0,10,12981,"1,000"
12988,1,20010529,20010529,20010529,10,AUA - FAP Mod As per SB 24-4034,"1,000",95000241,80015183,0,10,12988,"1,000"
12995,1,20010529,20010528,20010528,10,Development P/N Z050H6007070,"1,000",95000241,80015187,0,10,12995,"1,000"
13088,1,20010605,20010605,20010605,10,Z050H580Z0X3-CAM,"1,000",95000371,80015287,0,10,13088,"1,000"
13201,1,20010619,20010625,20010625,70,Data I/O P/N PS3980-L,"1,000",95000371,80015471,0,60,13201,"1,000"
13201,1,20010619,20010625,20010625,60,Adapter for DATA IO f. OBRM+CAMs,"1,000",95000371,80015471,0,50,13201,"1,000"
13201,1,20010619,20010625,20010625,10,1 each CAM A320/A340 unprogrammed,"2,000",95000371,80015471,0,10,13201,"2,000"
13201,1,20010619,20010625,20010625,40,Personal Computers,"2,000",95000371,80015471,0,40,13201,"2,000"
13201,1,20010619,20010625,20010625,30,Modem Cable,"1,000",95000371,80015471,0,30,13201,"1,000"
13201,1,20010619,20010625,20010625,20,Modem,"1,000",95000371,80015471,0,20,13201,"1,000"
13524,1,20010703,20010703,20010703,10,Z050H580D011-CAM,"1,000",95000371,80015720,0,10,13524,"1,000"
13831,1,20010719,20010730,20010730,10,Z111H0033130-AIP A340,"1,000",95000371,80016183,0,10,13831,"1,000"
13926,1,20010725,20010725,20010725,10,Development of P/N Z050H6085020,"1,000",95000241,80016117,0,10,13926,"1,000"
13961,1,20010728,20010728,20010728,10,Adv. Exchange P/N Z050H0048070,"1,000",95000241,80016171,0,10,13961,"1,000"
13973,1,20010731,20010801,20010801,10,P/N Z111H0022112 - S/N 00876 - Used Part,"1,000",95000241,80016201,0,10,13973,"1,000"
14367,1,20010905,20010905,20010905,10,Development of P/N Z050H6003060,"1,000",95000241,80016628,0,10,14367,"1,000"
14367,1,20010905,20010905,20010906,10,Development of P/N Z050H6003060,"1,000",95000241,80016628,0,10,14367,"1,000"
14426,1,20010913,20010914,20010914,20,Development-Costs of CAM Z050H6001080,"1,000",95000371,80017070,0,10,14426,"1,000"
14426,1,20010913,20010914,20010914,10,Z050H5801TX2-TEST-CAM,"1,000",95000371,80016745,0,10,14426,"1,000"
14580,1,20010927,20010927,20010927,10,Development of P/N Z050H601E020,"1,000",95000241,80016905,0,10,14580,"1,000"
14582,1,20010927,20010927,20010927,10,Development of P/N Z050H6003070,"1,000",95000241,80016906,0,10,14582,"1,000"
14638,1,20011002,20011002,20011002,10,Development of P/N Z050H6085020,"1,000",95000241,80016964,0,10,14638,"1,000"
14642,1,20011002,20011005,20011005,10,Z070H0000110 / S/N 00014 / VIM,"1,000",95000371,80016967,0,10,14642,"1,000"
14756,1,20011011,20011207,20011207,30,Modification Costs of FAP,"1,000",95000371,80018652,0,10,14756,"1,000"
14778,1,20011016,20011018,20011224,20,Z212H1101202-Foil,"1,000",95000241,80017162,0,20,14778,"1,000"
14778,1,20011016,20011018,20011224,10,Z212H1101200-Foil,"1,000",95000241,80017162,0,10,14778,"1,000"
14778,1,20011016,20011018,20011018,10,Z212H1101200-Foil,"1,000",95000241,80017162,0,10,14778,"1,000"
14778,1,20011016,20011018,20011018,20,Z212H1101202-Foil,"1,000",95000241,80017162,0,20,14778,"1,000"
14778,1,20011016,20011018,20011018,30,Z212H1101204-Foil,"1,000",95000241,80017162,0,30,14778,"1,000"
14778,1,20011016,20011018,20011224,30,Z212H1101204-Foil,"1,000",95000241,80017162,0,30,14778,"1,000"
14913,1,20011031,20011101,20011101,10,Z111H0032151 - AIP - S/N 06657,"1,000",95000371,80017331,0,10,14913,"1,000"
14970,1,20011105,20011105,20011105,10,Development of P/N Z050H6073050,"1,000",95000241,80017378,0,10,14970,"1,000"
15000,1,20011105,20011106,20011106,10,P/N Z111H0020112 S/N 00984 - Used Part,"1,000",95000241,80017381,0,10,15000,"1,000"
15018,1,20011106,20011106,20011106,10,P/N Z010H2300110 - S/N 00272 - Used Part,"1,000",95000241,80017393,0,10,15018,"1,000"
15122,1,20011113,20011113,20011113,10,P/N Z111H0023112-S/N 01547-Adv. Exchange,"1,000",95000371,80017533,0,10,15122,"1,000"
15231,1,20011116,20011116,20011116,10,P/N Z050H0037061-S/N 3708-Adv.Exchange,"1,000",95000241,80017624,0,10,15231,"1,000"
15254,1,20011119,20011120,20011120,10,P/N Z031H0000110 - S/N 04532 - Used Part,"1,000",95000371,80017670,0,10,15254,"1,000"
15501,1,20011205,20011214,20011231,10,"Z212H0004110 - CU - S/N 02486, 02497","2,000",95000241,80018033,0,10,15501,"2,000"
15501,1,20011205,20011214,20011214,10,"Z212H0004110 - CU - S/N 02486, 02497","2,000",95000241,80018033,0,10,15501,"2,000"
15517,1,20011207,20011221,20011221,10,SAS CAM Development,"1,000",95000371,80018636,0,10,15517,"1,000"
15536,1,20011211,20011212,20011212,10,P/N Z111H0023112 - AIP - S/N 01979,"1,000",95000241,80018007,0,10,15536,"1,000"
15536,1,20011211,20011212,20011212,10,P/N Z111H0023112 - AIP - S/N 01979,"1,000",95000241,80018007,0,10,15536,"1,000"
15659,1,20011217,20011217,20011217,10,Development charges Z050H6003080,"1,000",95000241,80018136,0,10,15659,"1,000"
15692,1,20011217,20011218,20011218,20,Development of P/N Z050H6073060,"1,000",95000241,80018170,0,10,15692,"1,000"
15923,1,20011220,20020125,20020125,10,Dev. Costs of CAM Z050H6094050,"1,000",95000371,80018634,0,10,15923,"1,000"
15994,1,20020103,20020104,20020104,10,P/N Z285H0021110 - ISPC - S/N 05458,"1,000",95000371,80018547,0,10,15994,"1,000"
15994,1,20020103,20020104,20020104,20,P/N Z285H0002110 - ISPC - S/N 06246,"1,000",95000371,80018547,0,20,15994,"1,000"
16073,1,20020110,20020117,20020117,10,P/N Z011H0002116 - DIR - S/N 00697,"1,000",95000241,80018514,0,10,16073,"1,000"
16107,1,20020114,20020114,20020114,10,P/N Z131H0266116 - S/N 00564 - Adv.Exch.,"1,000",95000241,80018482,0,10,16107,"1,000"
16190,1,20020117,20020117,20020117,20,"Z211H0001110, S/N 01228, S/N 0846, used","2,000",95000241,80018627,0,10,16190,"2,000"
16195,1,20020117,20020118,20020118,10,P/N Z011H0002116 / DIR / S/N 01229,"1,000",95000371,80018587,0,10,16195,"1,000"
16206,1,20020117,20020125,20020125,10,CAM Software for Z050H6042050,"1,000",95000371,80018594,0,10,16206,"1,000"
16207,1,20020117,20020131,20020717,60,Z270H1001-200-OU-HOUSING,"1,000",95000371,80020326,0,10,16207,"1,000"
16207,1,20020117,20020131,20020426,60,Z270H1001-200-OU-HOUSING,"1,000",95000371,80020326,0,10,16207,"1,000"
16207,1,20020117,20020131,20020717,70,Z270H1001-200-OU-HOUSING,"4,000",95000371,80020326,0,20,16207,"4,000"
16207,1,20020117,20020131,20020426,70,Z270H1001-200-OU-HOUSING,"4,000",95000371,80020326,0,20,16207,"4,000"
16209,1,20020117,20020118,20020118,50,Z081K3800110,"1,000",95000241,80018559,0,40,16209,"1,000"
16209,1,20020117,20020118,20020118,20,Z071K6100113,"1,000",95000241,80018559,0,10,16209,"1,000"
16209,1,20020117,20020118,20020118,60,Z081K3900110,"1,000",95000241,80018559,0,50,16209,"1,000"
16209,1,20020117,20020118,20020118,40,Z081K3700110,"1,000",95000241,80018559,0,30,16209,"1,000"
16209,1,20020117,20020118,20020118,30,Z071K2700110,"1,000",95000241,80018559,0,20,16209,"1,000"
16265,1,20020122,20020125,20020125,10,AIP (used) P/N Z111H0023112 - S/N 02781,"1,000",95000241,80018629,0,10,16265,"1,000"
16397,1,20020130,20020205,20020206,10,Z111H0020112-CIDS ATTND. INDICAT.PNL.,"2,000",95000241,80018857,0,10,16397,"2,000"
16408,1,20020131,20020131,20020130,10,FAP - P/N Z130H0066110 - S/N 00639,"1,000",95000241,80018767,0,10,16408,"1,000"
16414,1,20020131,20020201,20020201,10,DEU-B - P/N Z040H0003110 - S/N 00228,"1,000",95000241,80018793,0,10,16414,"1,000"
16415,1,20020131,20020201,20020201,10,DEU-A - P/N Z030H0003110,"3,000",95000241,80018792,0,10,16415,"3,000"
16679,1,20020219,20020219,20020219,10,P/N Z010H0005119 / DIRECTOR / S/N 3476,"1,000",95000371,80019140,0,10,16679,"1,000"
17199,1,20020307,20020307,20020307,10,P/N Z010H2202110 - Used Part,"1,000",95000241,80019425,0,10,17199,"1,000"
17214,1,20020307,20020307,20020307,10,Z130H00109110 / FAP / S/N 01828,"1,000",95000371,80019449,0,10,17214,"1,000"
17299,1,20020312,20020314,20020314,10,Z050H6057060 / CIDS CAM / S/N 01880,"1,000",95000371,80019580,0,10,17299,"1,000"
17630,1,20020402,20020419,20020826,10,Z031H0001110-CIDS DEU TYPE A,"1,000",81478503,80022081,0,10,17630,0
17640,1,20020403,20020410,20020410,10,Z030H0004110-Decoder Encoder Unit Type A,"1,000",95000371,80019990,0,10,17640,"1,000"
18049,1,20020502,20020503,20020514,20,TANTAL10010-10µF-Capacitor Tantal,"29,000",95000371,80020460,0,10,18049,"29,000"
18049,1,20020502,20020503,20020503,10,TANTAL10010-10µF-Capacitor Tantal,"6,000",95000371,80020365,0,10,18049,"6,000"
18080,1,20020506,20020601,20020731,10,Z053H0026020-CIDS CAM,"1,000",90798901,80021716,0,10,18080,0
18080,1,20020506,20020601,20020730,10,Z053H0026020-CIDS CAM,"1,000",90798901,80021716,0,10,18080,0
18183,1,20020514,20020517,20020517,20,Development Cost (KID-QUOTE 107-2002),"1,000",95000371,80025644,0,10,18183,"1,000"
18439,1,20020521,20020607,20020607,10,B423-6X20-PCB-Label,"10,000",95000371,80020843,0,10,18439,"10,000"
18441,1,20020521,20020607,20020607,10,Z020H1200-209-00-PLACARD,"10,000",95000371,80020844,0,10,18441,"10,000"
18447,1,20020522,20020607,20020607,10,Z131H-23-001-TOOLING KIT,"1,000",95000371,80020842,0,10,18447,"1,000"
18862,1,20020613,20020621,20020715,10,"PS55021203-Controller, ALPPS","24,000",89681162,80022201,0,10,18862,0
18862,1,20020613,20020621,20020621,10,"PS55021203-Controller, ALPPS","24,000",89681162,80022201,0,10,18862,0
19050,1,20020624,20020630,20020630,20,Z021H1200202-PLACARD,"1,000",95000371,80021221,0,20,19050,"1,000"
19050,1,20020624,20020630,20020630,10,Z011H1120212-PLACARD,"1,000",95000371,80021221,0,10,19050,"1,000"
19050,1,20020624,20020630,20020630,30,Z062H1200200-PLACARD,"1,000",95000371,80021221,0,30,19050,"1,000"
19121,1,20020701,20020704,20020704,20,Development Costs,"1,000",95000241,80025644,0,20,19121,"1,000"
19679,1,20020815,20020820,20020820,30,Z062H1200200-Label,"4,000",95000371,80021990,0,30,19679,"4,000"
19679,1,20020815,20020820,20020820,50,Z011H1120206-LABEL,"4,000",95000371,80022094,0,20,19679,"4,000"
19679,1,20020815,20020820,20020820,40,Z061H1200201-LABEL,"4,000",95000371,80022094,0,10,19679,"4,000"
19679,1,20020815,20020820,20020820,60,Z061H1200200-LABEL,"4,000",95000371,80022094,0,30,19679,"4,000"
19679,1,20020815,20020820,20020820,10,Z011H1120212-Label,"4,000",95000371,80021990,0,10,19679,"4,000"
19679,1,20020815,20020820,20020820,20,Z021H1200202-Label,"4,000",95000371,80021990,0,20,19679,"4,000"
19879,1,20020830,20020904,20020904,10,S/N 0010-RLPU Tester Box,"1,000",95000371,80022206,0,10,19879,"1,000"
20550,1,20021007,20021030,20021030,20,Z021H1200202-LABEL,"2,000",95000371,80022808,0,20,20550,"2,000"
20550,1,20021007,20021030,20021030,10,Z011H1120206-LABEL,"2,000",95000371,80022808,0,10,20550,"2,000"
20551,1,20021007,20021015,20021015,10,Z011H1120206-LABEL,"4,000",95000371,80022806,0,10,20551,"4,000"
20551,1,20021007,20021015,20021015,20,Z021H1200202-LABEL,"4,000",95000371,80022806,0,20,20551,"4,000"
20570,1,20021008,20021011,20021011,10,Z020H0001112-PTP-TEST-PANEL-S/N 00926,"1,000",95000371,80022827,0,10,20570,"1,000"
20655,1,20021014,20021015,20021015,10,Z011H1120206-LABEL,"2,000",95000371,80022947,0,10,20655,"2,000"
20655,1,20021014,20021015,20021015,20,Z021H1200202-LABEL,"2,000",95000371,80022947,0,20,20655,"2,000"
20901,1,20021025,20021125,20021025,10,CIDS TEST EQUIPMENT,"1,000",95000371,80023247,0,10,20901,"1,000"
20937,1,20021029,20021129,20030210,90,Z280H3105006-PC-POWER IN USE IND.,"45,000",87266249,80025401,0,20,20937,0
20937,1,20021029,20021129,20021129,90,Z280H3105006-PC-POWER IN USE IND.,"45,000",87266249,80025401,0,20,20937,0
20937,1,20021029,20021129,20021216,90,Z280H3105006-PC-POWER IN USE IND.,"45,000",87266249,80025401,0,20,20937,0
20937,1,20021029,20021129,20030120,90,Z280H3105006-PC-POWER IN USE IND.,"45,000",87266249,80025401,0,20,20937,0
20937,1,20021029,20021129,20030210,90,Z280H3105006-PC-POWER IN USE IND.,"45,000",87266249,80025401,0,20,20937,0
20937,1,20021029,20021129,20021129,30,Z285H0121111-ISPC 2 DOUBLE SEAT,"27,000",91311658,80025401,0,10,20937,0
20937,1,20021029,20021129,20021219,30,Z285H0121111-ISPC 2 DOUBLE SEAT,"27,000",91311658,80025401,0,10,20937,0
20937,1,20021029,20021129,20030120,30,Z285H0121111-ISPC 2 DOUBLE SEAT,"27,000",91311658,80025401,0,10,20937,0
21296,1,20021122,20021127,20021127,10,RFCM22-INDUCTOR,"2,000",95000371,80023877,0,10,21296,"2,000"
21368,1,20021127,20021129,20021129,30,Z130H0206110-FAP,"1,000",87490467,80024081,0,10,21368,0
21457,1,20021129,20030114,20030707,70,Z280H3106014-PC-POWER IN USE IND.,"56,000",87283089,80029403,0,10,21457,0
21457,1,20021129,20030114,20030625,70,Z280H3106014-PC-POWER IN USE IND.,"56,000",87283089,80029403,0,10,21457,0
21457,1,20021129,20030114,20030425,70,Z280H3106014-PC-POWER IN USE IND.,"56,000",87283089,80029403,0,10,21457,0
21457,1,20021129,20030114,20030116,70,Z280H3106014-PC-POWER IN USE IND.,"56,000",87283089,80029403,0,10,21457,0
21457,1,20021129,20030114,20030116,70,Z280H3106014-PC-POWER IN USE IND.,"56,000",87283089,80029403,0,10,21457,0
21457,1,20021129,20030114,20030116,70,Z280H3106014-PC-POWER IN USE IND.,"56,000",87283089,80029403,0,10,21457,0
21457,1,20021129,20030114,20030616,70,Z280H3106014-PC-POWER IN USE IND.,"56,000",87283089,80029403,0,10,21457,0
30192,1,20040106,20040109,20040109,10,Z053H0002012-CIDS CAM,"1,000",94160596,80034271,0,10,30192,0
30360,1,20040113,20040114,20040114,10,Z280H3030000-BACKSHELL C,"5,000",91621088,80034353,0,10,30360,0
31167,1,20040206,20040312,20040312,10,LAZ 310H2100 000 D-LEITERPLATTE PSU-PISA,"4.566,000",89172934,80038750,0,10,31167,0
32136,1,20040310,20040519,20040831,50,Z050H0015120-CIDS CAM,"1,000",93823974,80041228,0,10,32136,0
35247,1,20040624,20040625,20040625,30,Z285H2222-110-00-ISPC2 OUTPUTPLATINE,"500,000",89546184,80039295,0,30,35247,0
35247,1,20040624,20040625,20040625,20,Z285H2222-110-00-ISPC2 OUTPUTPLATINE,"500,000",89546184,80039295,0,20,35247,0
35247,1,20040624,20040625,20040625,10,Z285H2222-110-00-ISPC2 OUTPUTPLATINE,"634,000",89546184,80039295,0,10,35247,0
37983,1,20040929,20040920,20040920,40,LAZ 310H2100 000 D-LEITERPLATTE PSU-PISA,"1.250,000",89172934,80043096,0,10,37983,0
45036,1,20050427,20050511,20050511,10,Z050H600L040-CIDS CAM,"1,000",94774101,80049977,0,10,45036,0
45079,1,20050427,20050520,20050520,70,Z133H6201110-CIDS FAP SW,"1,000",92925102,80051146,0,10,45079,0
55723,1,20051216,20051216,20051216,10,Z053H002Z010-CIDS CAM,"1,000",50286938,80059168,0,10,55723,0
58008,1,20060209,20060507,20060507,10,Z350H0401110-STA PISA 4 LED RL,"6,000",90944029,80064363,0,10,58008,0
60677,1,20060413,20060421,20060504,20,Z121H0400111-CIDS ADD.ATTND.PNL.,"1,000",50338134,80064123,0,10,60677,0
61881,1,20060516,20060522,20060522,10,Z111H0030113-CIDS ATTND.INDICAT.PNL.,"1,000",80819196,80064773,0,10,61881,0
63902,1,20060706,20060710,20060710,10,Z251H2112110-POWER UNIT,"2,000",86102099,80066513,0,10,63902,0
78728,1,20070620,20080116,20080116,10,Z251H2112110-POWER UNIT,"43,000",86102099,80084062,0,10,78728,0
78728,1,20070620,20080116,20080116,10,Z251H2112110-POWER UNIT,"43,000",86102099,80082924,0,10,78728,0
81177,1,20070822,20071227,20071116,50,Z351H0000110-STA-PISA SA EC,"6,000",50528250,80084806,0,10,81177,0
81672,1,20070905,20070910,20070914,10,Z050H6042073-CIDS CAM,"1,000",50912554,80082152,0,10,81672,0
81672,1,20070905,20070910,20070910,10,Z050H6042073-CIDS CAM,"1,000",50912554,80082152,0,10,81672,0
81672,1,20070905,20070910,20070914,10,Z050H6042073-CIDS CAM,"1,000",50912554,80082159,0,10,81672,0
81672,1,20070905,20070910,20070910,10,Z050H6042073-CIDS CAM,"1,000",50912554,80082159,0,10,81672,0
81672,1,20070905,20070910,20070910,10,Z050H6042073-CIDS CAM,"1,000",50912554,80082150,0,10,81672,0
81672,1,20070905,20070910,20070914,10,Z050H6042073-CIDS CAM,"1,000",50912554,80082151,0,10,81672,0
81672,1,20070905,20070910,20070910,10,Z050H6042073-CIDS CAM,"1,000",50912554,80082151,0,10,81672,0
81672,1,20070905,20070910,20070914,10,Z050H6042073-CIDS CAM,"1,000",50912554,80082150,0,10,81672,0
87415,1,20080118,20080311,20080311,10,Z212H0001110-WATER HEATING C. U.,"1,000",72970535,80089247,0,10,87415,0
91658,1,20080415,20080417,20080417,10,Z251H2112110-POWER UNIT,"9,000",86102099,80090852,0,10,91658,0
93133,1,20080520,20080522,20080522,10,Z251H2112110-POWER UNIT,"64,000",86102099,80092063,0,10,93133,0
95138,1,20080703,20080704,20080704,10,"Z285H1003-202-00-ISPC P, OBERTEIL","20,000",50229614,80094067,0,10,95138,0
106085,1,20090305,20090320,20090320,20,Z072H2110-110-00-  ATE MOTHERBOARD,"7,000",92325369,80107494,0,20,106085,0
106085,1,20090305,20090320,20090320,10,Z072H2210-110-00-CIDS-ATE SIGNALKO.PLA.,"9,000",51184416,80107494,0,10,106085,0
124329,1,20100415,20100802,20100824,10,Z251H2111111-POWER UNIT,"13,000",51168302,80126020,0,10,124329,0
124329,1,20100415,20100802,20100824,10,Z251H2111111-POWER UNIT,"13,000",51168302,80126020,0,10,124329,0
124329,1,20100415,20100802,20100817,10,Z251H2111111-POWER UNIT,"13,000",51168302,80126020,0,10,124329,0
124329,1,20100415,20100802,20100809,10,Z251H2111111-POWER UNIT,"13,000",51168302,80126020,0,10,124329,0
124329,1,20100415,20100802,20100809,10,Z251H2111111-POWER UNIT,"13,000",51168302,80126020,0,10,124329,0
124329,1,20100415,20100802,20100802,10,Z251H2111111-POWER UNIT,"13,000",51168302,80126020,0,10,124329,0
129343,1,20100805,20110809,20110809,20,Z013H2201-112-00-PCB Audio Board,"3,000",50207198,80164070,0,10,129343,0
129508,1,20100810,20100820,20100928,70,Z121H0B95111-CIDS AFT.ATTND.PNL.,"1,000",51592895,80125601,0,20,129508,0
129508,1,20100810,20100820,20100928,60,Z121H0B94111-CIDS AFT.ATTND.PNL.,"1,000",51592893,80125601,0,10,129508,0
129523,1,20100810,20100820,20100903,10,Z145H042F110-MP-FAP,"1,000",51592753,80124660,0,10,129523,0
135672,1,20110103,20110110,20110110,10,Z212H0004110-FLOOR PNL. HEATING C.U.,"1,000",84011037,80129452,0,10,135672,0
150240,1,20110916,20111130,20111130,10,D925-90062-004-00-SWITCH PANEL 2062VU,"10,000",71603431,80145143,0,10,150240,0
150493,1,20110921,20111018,20111021,20,Z604H2100110-INFO-SIGN A380,"32,000",94982707,80143221,0,10,150493,0
174718,1,20121003,20121003,20121002,10,Z611H0010110-STELLA,"1,000",50680741,80161805,0,10,174718,"1,000"
174718,1,20121003,20121003,20121004,10,Z611H0010110-STELLA,"1,000",50680741,80161805,0,10,174718,"1,000"
184787,1,20130312,20130513,20130530,20,Z013H000253A-CIDS DIRECTOR,"10,000",51544348,80175549,0,10,184787,0
184787,1,20130312,20130513,20130604,20,Z013H000253A-CIDS DIRECTOR,"10,000",51544348,80175549,0,10,184787,0
184787,1,20130312,20130513,20130626,20,Z013H000253A-CIDS DIRECTOR,"10,000",51544348,80175549,0,10,184787,0
184787,1,20130312,20130513,20130627,20,Z013H000253A-CIDS DIRECTOR,"10,000",51544348,80175549,0,10,184787,0
184787,1,20130312,20130513,20130627,20,Z013H000253A-CIDS DIRECTOR,"10,000",51544348,80175549,0,10,184787,0
194045,1,20130808,20130808,20130829,240,Z297H1000-110-00-IPM WAERMELEITFOLIE55,"250,000",52521488,80179539,0,60,194045,0
194045,1,20130808,20130808,20130829,220,Z297H1000-109-00-IPM ISOLATIONSFOLIE,"90,000",52515467,80179539,0,50,194045,0
194045,1,20130808,20130808,20130829,260,Z297H1000-111-00-IPM WAERMELEITFOLIE24,"240,000",52521491,80179539,0,70,194045,0
194045,1,20130808,20130808,20130829,280,Z297H1000-112-00-IPM WAERMELEITFOLIE38,"30,000",52521492,80179539,0,80,194045,0
194045,1,20130808,20130808,20130829,100,Z297H1000-104-00-IPM ABSTANDSBOLZEN,"259,000",52445399,80179539,0,30,194045,0
194045,1,20130808,20130808,20130829,80,Z297H1000-107-00-IPM ABSTANDSBOLZEN,"400,000",52426019,80179539,0,20,194045,0
194045,1,20130808,20130808,20130829,20,Z297H1000-100-00-IPM BOX DECKEL,"378,000",52402788,80179539,0,10,194045,0
194045,1,20130808,20130808,20130829,120,Z297H1000-106-00-WAERMELEITFOLIE,"410,000",52426020,80179539,0,40,194045,0
200138,1,20131104,20131104,20131104,10,1N5000-4A0020-0-LED SPOT WE CW,"2,000",50058395,80183354,0,10,200138,"2,000"
200138,1,20131104,20131104,20131108,10,1N5000-4A0020-0-LED SPOT WE CW,"2,000",50058395,80183354,0,10,200138,"2,000"
206400,1,20140206,20140219,20140318,30,Z111H0037131-CIDS ATTND.INDICAT.PNL.,"2,000",90018930,80190754,0,10,206400,0
208302,2,20140307,20140416,20140416,10,Z270H3201-020-00-SITZ KABEL,"1,000",90733443,80192426,0,10,208302,0
234946,2,20150522,20150820,20150715,10,Z270H3251004-ISPC TO ACOU4 040,"15,000",51047299,80217597,0,10,234946,0
257769,2,20160608,20230911,20230828,130,Z280H3626507-USB EXTENSION CABLE,"4,000",52365751,80391185,0,130,257769,"4,000"
257769,2,20160608,20230911,20230828,120,Z280H3626506-USB EXTENSION CABLE,"4,000",52365749,80391185,0,120,257769,"4,000"
257769,2,20160608,20230911,20230828,20,Z280H3076000-DOUBLE USB C/A OU,"157,000",53872142,80391185,0,20,257769,"157,000"
